Timestamp,Temperature,Humidity
2023-01-04 15:00:00,22.25,70.75
2023-01-04 16:00:00,21.04,78.23
2023-01-04 17:00:00,21.06,81.69
2023-01-04 18:00:00,20.69,78.48
2023-01-04 19:00:00,21.31,76.39
2023-01-04 20:00:00,20.98,71.74
2023-01-04 21:00:00,21.97,71.51
2023-01-04 22:00:00,22.98,69.1
2023-01-04 23:00:00,23.66,67.69
2023-01-05 00:00:00,25.84,60.66
2023-01-05 01:00:00,27.12,54.74
2023-01-05 02:00:00,28.2,48.5
2023-01-05 03:00:00,29.13,43.98
2023-01-05 04:00:00,29.34,44.77
2023-01-05 05:00:00,30.34,40.36
2023-01-05 06:00:00,30.56,35.06
2023-01-05 07:00:00,30.17,38.6
2023-01-05 08:00:00,29.99,40.22
2023-01-05 09:00:00,29.49,44.01
2023-01-05 10:00:00,29.2,50.37
2023-01-05 11:00:00,27.15,53.84
2023-01-05 12:00:00,25.9,59.07
2023-01-05 13:00:00,24.45,67.02
2023-01-05 14:00:00,22.33,67.82
2023-01-05 15:00:00,22.25,77.08
2023-01-05 16:00:00,21.5,75.18
2023-01-05 17:00:00,22.21,78.69
2023-01-05 18:00:00,20.72,78.62
2023-01-05 19:00:00,21.15,78.74
2023-01-05 20:00:00,21.48,77.38
2023-01-05 21:00:00,21.72,74.17
2023-01-05 22:00:00,23.92,67.65
2023-01-05 23:00:00,24.93,62.08
2023-01-06 00:00:00,26.26,64.15
2023-01-06 01:00:00,26.71,52.99
2023-01-06 02:00:00,29.08,50.52
2023-01-06 03:00:00,28.72,41.76
2023-01-06 04:00:00,30.51,41.23
2023-01-06 05:00:00,31.82,39.53
2023-01-06 06:00:00,30.41,40.04
2023-01-06 07:00:00,30.46,34.33
2023-01-06 08:00:00,30.3,42.09
2023-01-06 09:00:00,29.21,42.63
2023-01-06 10:00:00,27.66,49.72
2023-01-06 11:00:00,27.27,51.81
2023-01-06 12:00:00,25.41,57.34
2023-01-06 13:00:00,24.9,63.68
2023-01-06 14:00:00,23.0,66.94
2023-01-06 15:00:00,23.21,72.22
2023-01-06 16:00:00,21.25,73.96
2023-01-06 17:00:00,20.99,74.67
2023-01-06 18:00:00,21.39,81.05
2023-01-06 19:00:00,20.55,75.73
2023-01-06 20:00:00,21.79,75.96
2023-01-06 21:00:00,23.13,74.64
2023-01-06 22:00:00,22.71,67.75
2023-01-06 23:00:00,24.82,62.5
2023-01-07 00:00:00,26.16,59.42
2023-01-07 01:00:00,27.72,56.02
2023-01-07 02:00:00,27.93,46.62
2023-01-07 03:00:00,28.93,44.51
2023-01-07 04:00:00,30.65,38.15
2023-01-07 05:00:00,31.04,38.83
2023-01-07 06:00:00,31.2,38.99
2023-01-07 07:00:00,31.08,37.89
2023-01-07 08:00:00,30.08,40.68
2023-01-07 09:00:00,29.75,41.95
2023-01-07 10:00:00,28.75,49.05
2023-01-07 11:00:00,27.05,55.83
2023-01-07 12:00:00,27.05,56.69
2023-01-07 13:00:00,25.07,62.81
2023-01-07 14:00:00,23.04,69.87
2023-01-07 15:00:00,22.93,75.43
2023-01-07 16:00:00,21.33,73.19
2023-01-07 17:00:00,21.72,77.83
2023-01-07 18:00:00,21.74,79.41
2023-01-07 19:00:00,20.93,77.95
2023-01-07 20:00:00,22.33,71.19
2023-01-07 21:00:00,22.85,73.96
2023-01-07 22:00:00,24.1,71.85
2023-01-07 23:00:00,25.85,64.21
2023-01-08 00:00:00,26.08,56.74
2023-01-08 01:00:00,27.13,52.59
2023-01-08 02:00:00,28.27,52.32
2023-01-08 03:00:00,29.35,46.45
2023-01-08 04:00:00,30.52,42.73
2023-01-08 05:00:00,31.24,40.16
2023-01-08 06:00:00,31.38,37.43
2023-01-08 07:00:00,31.5,39.03
2023-01-08 08:00:00,30.6,41.26
2023-01-08 09:00:00,30.53,45.69
2023-01-08 10:00:00,28.64,51.74
2023-01-08 11:00:00,28.93,55.78
2023-01-08 12:00:00,26.6,55.87
2023-01-08 13:00:00,24.57,64.33
2023-01-08 14:00:00,23.27,70.17
2023-01-08 15:00:00,23.01,74.07
2023-01-08 16:00:00,21.87,74.75
2023-01-08 17:00:00,21.85,83.82
2023-01-08 18:00:00,21.57,76.12
2023-01-08 19:00:00,21.47,75.81
2023-01-08 20:00:00,21.59,76.44
2023-01-08 21:00:00,22.06,77.02
2023-01-08 22:00:00,23.64,66.97
2023-01-08 23:00:00,25.5,63.28
2023-01-09 00:00:00,26.48,60.78
2023-01-09 01:00:00,27.05,53.41
2023-01-09 02:00:00,28.97,47.94
2023-01-09 03:00:00,30.12,45.6
2023-01-09 04:00:00,30.29,41.82
2023-01-09 05:00:00,31.31,41.33
2023-01-09 06:00:00,31.44,41.17
2023-01-09 07:00:00,30.68,39.87
2023-01-09 08:00:00,30.94,41.83
2023-01-09 09:00:00,30.25,44.85
2023-01-09 10:00:00,29.49,49.53
2023-01-09 11:00:00,28.27,53.48
2023-01-09 12:00:00,25.77,58.54
2023-01-09 13:00:00,24.7,66.1
2023-01-09 14:00:00,24.23,71.56
2023-01-09 15:00:00,23.2,69.65
2023-01-09 16:00:00,22.41,75.85
2023-01-09 17:00:00,23.59,76.45
2023-01-09 18:00:00,21.79,77.88
2023-01-09 19:00:00,22.25,78.62
2023-01-09 20:00:00,22.66,77.14
2023-01-09 21:00:00,23.31,72.4
2023-01-09 22:00:00,23.87,64.64
2023-01-09 23:00:00,25.62,61.71
2023-01-10 00:00:00,26.16,60.25
2023-01-10 01:00:00,27.73,47.79
2023-01-10 02:00:00,28.81,50.82
2023-01-10 03:00:00,30.14,45.34
2023-01-10 04:00:00,32.06,43.74
2023-01-10 05:00:00,30.47,38.71
2023-01-10 06:00:00,31.93,34.29
2023-01-10 07:00:00,30.62,39.95
2023-01-10 08:00:00,30.69,43.63
2023-01-10 09:00:00,30.69,46.1
2023-01-10 10:00:00,29.15,47.06
2023-01-10 11:00:00,27.38,53.38
2023-01-10 12:00:00,26.27,57.31
2023-01-10 13:00:00,25.68,61.9
2023-01-10 14:00:00,23.78,70.27
2023-01-10 15:00:00,23.22,70.1
2023-01-10 16:00:00,22.35,73.88
2023-01-10 17:00:00,21.51,75.45
2023-01-10 18:00:00,22.74,75.35
2023-01-10 19:00:00,22.16,77.93
2023-01-10 20:00:00,21.34,77.96
2023-01-10 21:00:00,23.25,72.08
2023-01-10 22:00:00,23.87,65.29
2023-01-10 23:00:00,25.84,65.15
2023-01-11 00:00:00,26.32,61.66
2023-01-11 01:00:00,27.96,51.81
2023-01-11 02:00:00,29.48,47.32
2023-01-11 03:00:00,30.7,45.16
2023-01-11 04:00:00,30.47,44.18
2023-01-11 05:00:00,31.41,37.89
2023-01-11 06:00:00,31.52,35.58
2023-01-11 07:00:00,31.27,40.18
2023-01-11 08:00:00,31.98,42.51
2023-01-11 09:00:00,30.51,44.09
2023-01-11 10:00:00,28.65,47.1
2023-01-11 11:00:00,28.54,55.02
2023-01-11 12:00:00,27.86,59.26
2023-01-11 13:00:00,26.03,61.83
2023-01-11 14:00:00,23.55,68.29
2023-01-11 15:00:00,23.04,69.62
2023-01-11 16:00:00,23.13,76.87
2023-01-11 17:00:00,21.65,76.96
2023-01-11 18:00:00,22.06,77.29
2023-01-11 19:00:00,22.4,77.41
2023-01-11 20:00:00,22.06,75.55
2023-01-11 21:00:00,23.3,74.07
2023-01-11 22:00:00,22.75,69.31
2023-01-11 23:00:00,25.07,62.99
2023-01-12 00:00:00,26.76,59.65
2023-01-12 01:00:00,27.56,53.74
2023-01-12 02:00:00,30.21,47.25
2023-01-12 03:00:00,29.72,43.71
2023-01-12 04:00:00,31.02,40.47
2023-01-12 05:00:00,31.81,39.77
2023-01-12 06:00:00,32.65,37.34
2023-01-12 07:00:00,31.04,37.97
2023-01-12 08:00:00,31.85,44.68
2023-01-12 09:00:00,30.49,45.79
2023-01-12 10:00:00,28.96,46.53
2023-01-12 11:00:00,28.48,54.01
2023-01-12 12:00:00,27.07,58.27
2023-01-12 13:00:00,25.38,63.99
2023-01-12 14:00:00,24.52,68.29
2023-01-12 15:00:00,23.26,74.53
2023-01-12 16:00:00,22.72,76.02
2023-01-12 17:00:00,22.5,77.19
2023-01-12 18:00:00,22.8,80.08
2023-01-12 19:00:00,21.57,77.77
2023-01-12 20:00:00,23.76,75.54
2023-01-12 21:00:00,22.52,72.74
2023-01-12 22:00:00,24.46,67.78
2023-01-12 23:00:00,26.04,63.15
2023-01-13 00:00:00,27.19,56.78
2023-01-13 01:00:00,28.04,51.26
2023-01-13 02:00:00,29.46,45.94
2023-01-13 03:00:00,30.36,41.0
2023-01-13 04:00:00,31.11,38.84
2023-01-13 05:00:00,32.34,38.25
2023-01-13 06:00:00,32.27,38.11
2023-01-13 07:00:00,31.58,38.04
2023-01-13 08:00:00,31.89,35.86
2023-01-13 09:00:00,30.8,46.89
2023-01-13 10:00:00,30.03,50.05
2023-01-13 11:00:00,28.74,53.59
2023-01-13 12:00:00,26.72,61.68
2023-01-13 13:00:00,25.57,61.08
2023-01-13 14:00:00,25.02,71.63
2023-01-13 15:00:00,23.93,70.06
2023-01-13 16:00:00,22.82,75.63
2023-01-13 17:00:00,22.4,74.6
2023-01-13 18:00:00,22.82,77.85
2023-01-13 19:00:00,22.06,77.91
2023-01-13 20:00:00,23.13,74.82
2023-01-13 21:00:00,23.56,73.37
2023-01-13 22:00:00,24.6,67.99
2023-01-13 23:00:00,26.47,61.92
2023-01-14 00:00:00,27.63,56.65
2023-01-14 01:00:00,28.93,54.22
2023-01-14 02:00:00,30.39,46.46
2023-01-14 03:00:00,30.79,45.45
2023-01-14 04:00:00,31.92,42.88
2023-01-14 05:00:00,31.93,35.09
2023-01-14 06:00:00,32.42,40.0
2023-01-14 07:00:00,32.03,42.53
2023-01-14 08:00:00,31.65,40.91
2023-01-14 09:00:00,31.12,44.77
2023-01-14 10:00:00,29.38,49.78
2023-01-14 11:00:00,29.64,51.98
2023-01-14 12:00:00,26.8,58.06
2023-01-14 13:00:00,25.41,60.24
2023-01-14 14:00:00,25.4,67.96
2023-01-14 15:00:00,24.18,72.81
2023-01-14 16:00:00,23.31,76.02
2023-01-14 17:00:00,22.82,79.11
2023-01-14 18:00:00,22.34,76.11
2023-01-14 19:00:00,22.07,75.9
2023-01-14 20:00:00,23.07,78.75
2023-01-14 21:00:00,23.49,71.48
2023-01-14 22:00:00,25.36,68.03
2023-01-14 23:00:00,26.01,62.66
2023-01-15 00:00:00,26.97,55.97
2023-01-15 01:00:00,28.53,55.68
2023-01-15 02:00:00,30.11,46.54
2023-01-15 03:00:00,30.66,41.2
2023-01-15 04:00:00,31.33,39.36
2023-01-15 05:00:00,32.37,34.26
2023-01-15 06:00:00,32.55,36.27
2023-01-15 07:00:00,32.01,36.31
2023-01-15 08:00:00,31.54,41.47
2023-01-15 09:00:00,31.1,42.06
2023-01-15 10:00:00,29.23,49.32
2023-01-15 11:00:00,28.05,55.16
2023-01-15 12:00:00,27.11,59.09
2023-01-15 13:00:00,26.08,62.27
2023-01-15 14:00:00,25.14,67.8
2023-01-15 15:00:00,24.69,68.6
2023-01-15 16:00:00,23.6,74.55
2023-01-15 17:00:00,22.6,75.09
2023-01-15 18:00:00,22.5,78.88
2023-01-15 19:00:00,22.19,81.95
2023-01-15 20:00:00,23.19,75.79
2023-01-15 21:00:00,23.85,67.63
2023-01-15 22:00:00,25.2,66.74
2023-01-15 23:00:00,25.84,62.87
2023-01-16 00:00:00,27.81,57.62
2023-01-16 01:00:00,29.62,50.8
2023-01-16 02:00:00,30.01,47.92
2023-01-16 03:00:00,31.31,40.8
2023-01-16 04:00:00,32.26,38.21
2023-01-16 05:00:00,32.22,39.38
2023-01-16 06:00:00,32.71,35.37
2023-01-16 07:00:00,32.44,39.16
2023-01-16 08:00:00,31.99,37.33
2023-01-16 09:00:00,30.76,46.77
2023-01-16 10:00:00,30.14,45.83
2023-01-16 11:00:00,29.17,51.75
2023-01-16 12:00:00,28.36,58.02
2023-01-16 13:00:00,26.83,61.4
2023-01-16 14:00:00,26.23,67.64
2023-01-16 15:00:00,23.74,72.64
2023-01-16 16:00:00,23.77,76.58
2023-01-16 17:00:00,22.93,78.23
2023-01-16 18:00:00,23.77,76.98
2023-01-16 19:00:00,22.45,76.34
2023-01-16 20:00:00,22.94,79.33
2023-01-16 21:00:00,23.86,73.34
2023-01-16 22:00:00,24.14,65.45
2023-01-16 23:00:00,26.16,62.66
2023-01-17 00:00:00,27.34,56.61
2023-01-17 01:00:00,29.1,51.83
2023-01-17 02:00:00,30.4,44.81
2023-01-17 03:00:00,32.21,42.29
2023-01-17 04:00:00,32.55,43.56
2023-01-17 05:00:00,32.3,39.09
2023-01-17 06:00:00,32.31,32.26
2023-01-17 07:00:00,32.84,40.35
2023-01-17 08:00:00,31.44,42.08
2023-01-17 09:00:00,32.23,42.36
2023-01-17 10:00:00,30.88,48.65
2023-01-17 11:00:00,28.85,50.31
2023-01-17 12:00:00,26.95,56.26
2023-01-17 13:00:00,27.19,65.36
2023-01-17 14:00:00,25.26,66.64
2023-01-17 15:00:00,24.91,67.58
2023-01-17 16:00:00,22.7,74.36
2023-01-17 17:00:00,22.71,76.32
2023-01-17 18:00:00,22.85,79.55
2023-01-17 19:00:00,23.04,76.5
2023-01-17 20:00:00,23.3,73.62
2023-01-17 21:00:00,24.64,73.37
2023-01-17 22:00:00,24.84,67.37
2023-01-17 23:00:00,26.51,60.8
2023-01-18 00:00:00,27.94,59.43
2023-01-18 01:00:00,29.44,52.32
2023-01-18 02:00:00,30.75,47.11
2023-01-18 03:00:00,30.88,43.31
2023-01-18 04:00:00,31.48,37.63
2023-01-18 05:00:00,33.39,36.71
2023-01-18 06:00:00,33.09,37.08
2023-01-18 07:00:00,32.39,37.36
2023-01-18 08:00:00,33.05,42.28
2023-01-18 09:00:00,31.54,43.35
2023-01-18 10:00:00,31.04,48.76
2023-01-18 11:00:00,29.29,51.88
2023-01-18 12:00:00,29.0,59.15
2023-01-18 13:00:00,27.56,63.0
2023-01-18 14:00:00,25.36,67.05
2023-01-18 15:00:00,24.94,71.13
2023-01-18 16:00:00,23.99,72.42
2023-01-18 17:00:00,23.86,77.33
2023-01-18 18:00:00,22.53,76.91
2023-01-18 19:00:00,23.53,75.3
2023-01-18 20:00:00,24.22,76.51
2023-01-18 21:00:00,23.61,68.61
2023-01-18 22:00:00,24.94,66.12
2023-01-18 23:00:00,25.73,64.19
2023-01-19 00:00:00,27.91,57.58
2023-01-19 01:00:00,29.71,51.67
2023-01-19 02:00:00,31.31,47.44
2023-01-19 03:00:00,31.64,43.15
2023-01-19 04:00:00,33.22,36.57
2023-01-19 05:00:00,32.22,36.9
2023-01-19 06:00:00,32.24,40.14
2023-01-19 07:00:00,32.9,36.27
2023-01-19 08:00:00,32.63,38.94
2023-01-19 09:00:00,31.63,41.66
2023-01-19 10:00:00,29.58,46.71
2023-01-19 11:00:00,29.37,50.53
2023-01-19 12:00:00,27.48,57.84
2023-01-19 13:00:00,27.18,62.43
2023-01-19 14:00:00,25.83,68.4
2023-01-19 15:00:00,24.15,68.89
2023-01-19 16:00:00,23.57,73.48
2023-01-19 17:00:00,22.81,75.7
2023-01-19 18:00:00,23.14,77.74
2023-01-19 19:00:00,23.83,74.55
2023-01-19 20:00:00,23.36,75.97
2023-01-19 21:00:00,24.91,73.32
2023-01-19 22:00:00,25.43,64.82
2023-01-19 23:00:00,26.52,60.99
2023-01-20 00:00:00,28.16,55.72
2023-01-20 01:00:00,29.0,56.87
2023-01-20 02:00:00,30.45,45.91
2023-01-20 03:00:00,31.17,45.98
2023-01-20 04:00:00,33.55,36.91
2023-01-20 05:00:00,33.09,35.46
2023-01-20 06:00:00,32.9,35.37
2023-01-20 07:00:00,33.2,35.73
2023-01-20 08:00:00,32.54,38.88
2023-01-20 09:00:00,31.7,41.17
2023-01-20 10:00:00,31.09,45.08
2023-01-20 11:00:00,29.96,53.85
2023-01-20 12:00:00,28.03,59.15
2023-01-20 13:00:00,26.72,63.77
2023-01-20 14:00:00,25.67,67.74
2023-01-20 15:00:00,23.63,71.01
2023-01-20 16:00:00,23.23,73.01
2023-01-20 17:00:00,24.18,74.08
2023-01-20 18:00:00,24.16,77.39
2023-01-20 19:00:00,23.39,73.63
2023-01-20 20:00:00,24.31,71.98
2023-01-20 21:00:00,24.98,73.09
2023-01-20 22:00:00,27.4,70.44
2023-01-20 23:00:00,27.63,62.59
2023-01-21 00:00:00,28.31,58.84
2023-01-21 01:00:00,29.2,50.95
2023-01-21 02:00:00,30.09,43.94
2023-01-21 03:00:00,32.03,43.69
2023-01-21 04:00:00,32.35,40.42
2023-01-21 05:00:00,32.53,37.42
2023-01-21 06:00:00,33.09,36.1
2023-01-21 07:00:00,32.71,39.18
2023-01-21 08:00:00,33.6,37.28
2023-01-21 09:00:00,32.41,40.87
2023-01-21 10:00:00,30.94,44.54
2023-01-21 11:00:00,30.48,51.54
2023-01-21 12:00:00,28.49,54.37
2023-01-21 13:00:00,26.74,60.35
2023-01-21 14:00:00,26.73,65.12
2023-01-21 15:00:00,25.21,70.14
2023-01-21 16:00:00,23.63,70.86
2023-01-21 17:00:00,23.56,76.0
2023-01-21 18:00:00,23.06,79.0
2023-01-21 19:00:00,22.98,76.09
2023-01-21 20:00:00,24.64,76.89
2023-01-21 21:00:00,25.94,73.29
2023-01-21 22:00:00,25.32,68.03
2023-01-21 23:00:00,27.52,61.8
2023-01-22 00:00:00,28.21,56.51
2023-01-22 01:00:00,29.59,52.81
2023-01-22 02:00:00,30.75,45.67
2023-01-22 03:00:00,31.66,38.54
2023-01-22 04:00:00,32.92,40.1
2023-01-22 05:00:00,32.98,34.85
2023-01-22 06:00:00,33.71,34.5
2023-01-22 07:00:00,33.39,37.1
2023-01-22 08:00:00,32.8,38.9
2023-01-22 09:00:00,31.68,39.44
2023-01-22 10:00:00,30.82,46.73
2023-01-22 11:00:00,30.28,53.15
2023-01-22 12:00:00,28.87,54.13
2023-01-22 13:00:00,26.84,64.1
2023-01-22 14:00:00,26.18,63.25
2023-01-22 15:00:00,25.48,74.74
2023-01-22 16:00:00,23.48,72.85
2023-01-22 17:00:00,24.09,75.96
2023-01-22 18:00:00,23.33,72.56
2023-01-22 19:00:00,24.12,75.53
2023-01-22 20:00:00,23.96,74.11
2023-01-22 21:00:00,24.24,70.29
2023-01-22 22:00:00,25.37,65.19
2023-01-22 23:00:00,27.42,59.59
2023-01-23 00:00:00,28.83,58.56
2023-01-23 01:00:00,29.55,51.18
2023-01-23 02:00:00,31.53,49.37
2023-01-23 03:00:00,31.42,41.09
2023-01-23 04:00:00,33.02,38.09
2023-01-23 05:00:00,32.95,38.58
2023-01-23 06:00:00,33.41,33.02
2023-01-23 07:00:00,33.6,34.51
2023-01-23 08:00:00,32.65,41.12
2023-01-23 09:00:00,32.1,39.76
2023-01-23 10:00:00,31.77,42.6
2023-01-23 11:00:00,29.78,54.79
2023-01-23 12:00:00,29.19,53.44
2023-01-23 13:00:00,26.92,61.76
2023-01-23 14:00:00,26.56,66.35
2023-01-23 15:00:00,25.98,64.72
2023-01-23 16:00:00,23.24,72.98
2023-01-23 17:00:00,23.58,76.41
2023-01-23 18:00:00,24.11,76.89
2023-01-23 19:00:00,23.89,77.3
2023-01-23 20:00:00,24.69,72.72
2023-01-23 21:00:00,25.0,71.73
2023-01-23 22:00:00,26.39,64.78
2023-01-23 23:00:00,27.48,58.51
2023-01-24 00:00:00,29.44,53.55
2023-01-24 01:00:00,30.28,48.04
2023-01-24 02:00:00,31.54,48.15
2023-01-24 03:00:00,32.21,38.95
2023-01-24 04:00:00,32.97,39.34
2023-01-24 05:00:00,33.5,36.26
2023-01-24 06:00:00,34.09,35.9
2023-01-24 07:00:00,33.52,39.51
2023-01-24 08:00:00,33.38,37.89
2023-01-24 09:00:00,33.49,43.16
2023-01-24 10:00:00,31.86,46.15
2023-01-24 11:00:00,30.06,50.59
2023-01-24 12:00:00,29.54,60.66
2023-01-24 13:00:00,27.44,58.35
2023-01-24 14:00:00,25.43,68.63
2023-01-24 15:00:00,24.92,71.5
2023-01-24 16:00:00,23.7,72.4
2023-01-24 17:00:00,23.96,78.61
2023-01-24 18:00:00,23.98,72.33
2023-01-24 19:00:00,24.99,74.29
2023-01-24 20:00:00,24.82,70.91
2023-01-24 21:00:00,25.35,70.97
2023-01-24 22:00:00,26.92,63.77
2023-01-24 23:00:00,26.61,62.03
2023-01-25 00:00:00,29.13,55.61
2023-01-25 01:00:00,30.7,49.84
2023-01-25 02:00:00,30.79,46.75
2023-01-25 03:00:00,33.14,41.29
2023-01-25 04:00:00,33.54,36.46
2023-01-25 05:00:00,33.67,42.24
2023-01-25 06:00:00,34.37,34.97
2023-01-25 07:00:00,35.03,32.19
2023-01-25 08:00:00,33.49,36.93
2023-01-25 09:00:00,32.73,39.25
2023-01-25 10:00:00,31.35,47.57
2023-01-25 11:00:00,29.96,51.38
2023-01-25 12:00:00,29.51,56.7
2023-01-25 13:00:00,27.38,60.34
2023-01-25 14:00:00,26.64,65.33
2023-01-25 15:00:00,25.34,69.29
2023-01-25 16:00:00,25.03,73.04
2023-01-25 17:00:00,24.46,76.86
2023-01-25 18:00:00,24.65,76.54
2023-01-25 19:00:00,24.05,76.18
2023-01-25 20:00:00,24.68,74.17
2023-01-25 21:00:00,25.13,71.76
2023-01-25 22:00:00,26.44,66.42
2023-01-25 23:00:00,28.06,61.73
2023-01-26 00:00:00,29.55,58.21
2023-01-26 01:00:00,30.01,49.32
2023-01-26 02:00:00,32.12,44.1
2023-01-26 03:00:00,33.4,39.29
2023-01-26 04:00:00,33.73,38.85
2023-01-26 05:00:00,34.97,32.77
2023-01-26 06:00:00,33.82,36.71
2023-01-26 07:00:00,33.42,36.25
2023-01-26 08:00:00,32.66,40.72
2023-01-26 09:00:00,33.51,40.28
2023-01-26 10:00:00,32.06,45.36
2023-01-26 11:00:00,30.51,52.82
2023-01-26 12:00:00,29.39,58.52
2023-01-26 13:00:00,27.4,59.56
2023-01-26 14:00:00,27.99,66.1
2023-01-26 15:00:00,25.8,70.46
2023-01-26 16:00:00,25.0,73.79
2023-01-26 17:00:00,24.82,74.51
2023-01-26 18:00:00,24.53,78.27
2023-01-26 19:00:00,24.58,71.24
2023-01-26 20:00:00,24.58,72.18
2023-01-26 21:00:00,26.01,70.73
2023-01-26 22:00:00,27.76,66.6
2023-01-26 23:00:00,28.7,63.56
2023-01-27 00:00:00,30.12,58.07
2023-01-27 01:00:00,30.37,49.92
2023-01-27 02:00:00,31.35,48.26
2023-01-27 03:00:00,32.82,40.08
2023-01-27 04:00:00,33.71,40.19
2023-01-27 05:00:00,34.74,39.94
2023-01-27 06:00:00,33.52,38.06
2023-01-27 07:00:00,34.97,36.52
2023-01-27 08:00:00,33.63,37.64
2023-01-27 09:00:00,32.71,38.41
2023-01-27 10:00:00,31.39,46.23
2023-01-27 11:00:00,29.87,48.19
2023-01-27 12:00:00,29.82,54.01
2023-01-27 13:00:00,28.15,58.38
2023-01-27 14:00:00,26.27,64.66
2023-01-27 15:00:00,25.24,69.66
2023-01-27 16:00:00,24.93,73.44
2023-01-27 17:00:00,25.44,73.68
2023-01-27 18:00:00,24.31,77.69
2023-01-27 19:00:00,23.87,74.45
2023-01-27 20:00:00,25.0,71.29
2023-01-27 21:00:00,25.79,70.13
2023-01-27 22:00:00,25.62,69.46
2023-01-27 23:00:00,28.15,61.37
2023-01-28 00:00:00,29.37,54.79
2023-01-28 01:00:00,31.13,47.28
2023-01-28 02:00:00,32.92,45.07
2023-01-28 03:00:00,33.6,41.83
2023-01-28 04:00:00,33.7,37.4
2023-01-28 05:00:00,33.79,32.84
2023-01-28 06:00:00,35.81,33.78
2023-01-28 07:00:00,34.39,39.06
2023-01-28 08:00:00,33.87,41.01
2023-01-28 09:00:00,33.06,39.54
2023-01-28 10:00:00,32.15,46.8
2023-01-28 11:00:00,30.77,47.91
2023-01-28 12:00:00,29.27,58.25
2023-01-28 13:00:00,28.0,61.1
2023-01-28 14:00:00,27.06,67.33
2023-01-28 15:00:00,25.77,66.13
2023-01-28 16:00:00,24.9,74.09
